Stock_ID,Pharmacy_ID,Medicine_ID,Current_Quantity,Reorder_Level,Expiry_Date
ST00605,PH016,M005,300,89,2027-07-09
ST00606,PH015,M006,382,61,2026-02-17
ST00607,PH016,M004,265,73,2026-02-21
ST00608,PH020,M015,439,53,2026-06-18
ST00609,PH018,M011,33,98,2026-08-20
ST00610,PH005,M020,8,82,2027-05-21
ST00611,PH004,M008,225,91,2026-09-04
ST00612,PH018,M018,143,87,2026-12-23
ST00613,PH017,M007,349,42,2026-10-02
ST00614,PH011,M018,151,87,2027-06-19
ST00615,PH006,M016,238,83,2026-05-04
ST00616,PH007,M010,182,16,2027-09-14
ST00617,PH010,M018,125,28,2027-03-02
ST00618,PH003,M013,244,58,2026-10-29
ST00619,PH011,M014,273,71,2027-10-28
ST00620,PH010,M013,281,57,2027-04-28
ST00621,PH013,M015,419,99,2027-07-07
ST00622,PH013,M008,136,14,2027-01-27
ST00623,PH018,M005,386,98,2027-10-19
ST00624,PH002,M020,334,69,2026-03-22
ST00625,PH010,M014,407,76,2026-09-01
ST00626,PH006,M005,236,37,2027-12-29
ST00627,PH012,M019,385,46,2027-06-22
ST00628,PH003,M010,339,55,2027-01-11
ST00629,PH008,M010,339,14,2026-05-23
ST00630,PH002,M019,294,81,2027-03-10
ST00631,PH014,M009,227,83,2027-10-14
ST00632,PH001,M015,364,34,2027-05-26
ST00633,PH001,M015,383,97,2026-11-05
ST00634,PH007,M009,256,66,2027-01-20
ST00635,PH002,M001,383,32,2027-09-01
ST00636,PH017,M002,444,86,2027-03-28
ST00637,PH011,M011,291,14,2026-11-20
ST00638,PH006,M003,349,59,2027-07-10
ST00639,PH011,M003,453,65,2026-08-20
ST00640,PH012,M016,254,29,2026-02-06
ST00641,PH017,M019,236,89,2026-05-18
ST00642,PH017,M018,124,62,2026-04-22
ST00643,PH014,M010,191,95,2027-03-08
ST00644,PH020,M008,455,87,2027-08-13
ST00645,PH005,M003,202,20,2026-06-05
ST00646,PH020,M019,173,76,2027-07-14
ST00647,PH006,M009,69,99,2027-12-12
ST00648,PH015,M018,378,18,2026-03-06
ST00649,PH018,M008,28,17,2026-03-02
ST00650,PH016,M012,123,71,2026-04-30
ST00651,PH010,M006,83,70,2027-03-17
ST00652,PH020,M002,374,41,2027-04-23
ST00653,PH006,M013,454,45,2026-11-07
ST00654,PH008,M008,417,26,2027-05-12
ST00655,PH018,M017,175,55,2027-06-10
ST00656,PH009,M019,65,58,2026-06-27
ST00657,PH016,M015,375,67,2026-08-30
ST00658,PH001,M005,103,64,2026-03-18
ST00659,PH008,M004,216,56,2026-03-10
ST00660,PH017,M015,448,57,2027-01-19
ST00661,PH003,M016,112,83,2027-10-12
ST00662,PH005,M002,385,50,2026-04-14
ST00663,PH016,M015,43,75,2027-08-18
ST00664,PH018,M015,128,86,2026-10-19
ST00665,PH009,M006,110,25,2027-07-13
ST00666,PH004,M003,143,17,2027-11-29
ST00667,PH016,M008,49,89,2026-05-13
ST00668,PH019,M015,179,63,2027-07-23
ST00669,PH008,M006,205,71,2026-02-16
ST00670,PH009,M012,381,65,2027-09-27
ST00671,PH018,M015,446,63,2026-09-05
ST00672,PH010,M017,461,60,2027-01-07
ST00673,PH009,M015,409,26,2026-06-15
ST00674,PH007,M002,98,13,2027-07-18
ST00675,PH011,M020,114,80,2027-08-21
ST00676,PH016,M002,183,64,2027-06-12
ST00677,PH014,M017,29,30,2026-02-19
ST00678,PH007,M009,227,96,2026-07-29
ST00679,PH008,M008,45,27,2026-07-16
ST00680,PH015,M018,29,75,2026-04-24
ST00681,PH001,M018,287,74,2027-05-18
ST00682,PH002,M007,157,45,2026-12-15
ST00683,PH017,M002,456,69,2027-05-31
ST00684,PH007,M017,483,99,2026-09-19
ST00685,PH010,M012,96,60,2026-12-29
ST00686,PH008,M011,303,61,2027-08-18
ST00687,PH011,M013,340,74,2027-12-26
ST00688,PH007,M018,429,83,2026-02-14
ST00689,PH012,M002,163,30,2027-03-15
ST00690,PH017,M014,210,72,2027-02-25
ST00691,PH012,M014,137,13,2027-03-15
ST00692,PH001,M001,495,82,2026-09-03
ST00693,PH001,M008,239,49,2026-03-16
ST00694,PH001,M014,328,38,2027-10-21
ST00695,PH005,M009,307,45,2027-08-17
ST00696,PH009,M002,119,22,2026-09-22
ST00697,PH008,M017,96,70,2027-12-09
ST00698,PH015,M009,85,80,2026-11-01
ST00699,PH006,M017,422,51,2026-04-30
ST00700,PH015,M016,449,56,2027-04-14
ST00701,PH011,M013,421,52,2027-08-04
ST00702,PH017,M009,209,85,2026-06-07
ST00703,PH018,M003,198,52,2026-10-24
ST00704,PH014,M008,193,75,2026-04-02
ST00705,PH012,M006,131,51,2027-05-07
ST00706,PH020,M011,46,66,2026-03-18
ST00707,PH013,M010,295,56,2026-07-04
ST00708,PH016,M013,43,59,2027-01-24
ST00709,PH012,M008,71,33,2027-11-10
ST00710,PH013,M014,129,32,2027-04-11
ST00711,PH011,M003,478,84,2027-12-28
ST00712,PH015,M014,71,22,2026-06-13
ST00713,PH013,M014,457,40,2026-12-18
ST00714,PH001,M011,402,71,2026-02-02
ST00715,PH011,M019,388,23,2027-06-01
ST00716,PH017,M016,209,62,2027-11-02
ST00717,PH007,M010,92,80,2026-09-18
ST00718,PH007,M005,106,96,2027-12-11
ST00719,PH017,M008,182,65,2026-07-15
ST00720,PH016,M007,240,22,2026-04-30
ST00721,PH019,M003,423,75,2027-12-28
ST00722,PH005,M001,496,61,2026-02-02
ST00723,PH010,M012,152,13,2027-10-11
ST00724,PH014,M017,90,36,2027-11-29
ST00725,PH002,M003,395,20,2026-08-31
ST00726,PH010,M018,470,31,2027-04-07
ST00727,PH012,M011,43,27,2027-08-02
ST00728,PH015,M018,394,34,2026-11-11
ST00729,PH017,M003,328,83,2027-01-12
ST00730,PH016,M004,159,61,2026-09-27
ST00731,PH020,M016,14,87,2026-02-13
ST00732,PH007,M011,423,96,2027-01-22
ST00733,PH006,M019,232,16,2027-10-03
ST00734,PH013,M011,14,20,2027-05-21
ST00735,PH016,M005,248,40,2026-09-05
ST00736,PH017,M007,86,84,2027-06-01
ST00737,PH014,M020,389,22,2026-05-24
ST00738,PH008,M004,268,78,2026-10-10
ST00739,PH008,M013,179,80,2027-10-12
ST00740,PH009,M005,439,67,2027-07-06
ST00741,PH008,M018,40,63,2026-12-06
ST00742,PH012,M008,240,61,2027-04-21
ST00743,PH004,M009,55,81,2026-03-28
ST00744,PH003,M008,250,48,2026-08-08
ST00745,PH012,M018,255,20,2026-05-12
ST00746,PH014,M016,48,49,2026-06-13
ST00747,PH006,M015,187,48,2026-05-09
ST00748,PH002,M019,162,88,2027-05-08
ST00749,PH011,M014,258,52,2026-12-01
ST00750,PH005,M001,209,58,2027-04-28
ST00751,PH004,M006,137,88,2026-11-04
ST00752,PH009,M008,155,75,2026-12-27
ST00753,PH009,M005,14,82,2027-08-17
ST00754,PH014,M001,415,83,2027-06-15
ST00755,PH017,M009,357,96,2027-07-05
ST00756,PH007,M017,288,35,2027-09-11
ST00757,PH006,M010,80,94,2027-12-02
ST00758,PH017,M003,44,27,2027-12-02
ST00759,PH007,M014,81,84,2026-09-09
ST00760,PH018,M005,259,77,2027-05-10
ST00761,PH015,M016,276,73,2026-08-25
ST00762,PH004,M008,161,11,2026-09-24
ST00763,PH012,M016,132,41,2026-10-07
ST00764,PH019,M011,452,13,2027-11-27
ST00765,PH007,M019,225,77,2027-07-07
ST00766,PH013,M008,1,43,2026-02-27
ST00767,PH015,M010,53,86,2027-06-30
ST00768,PH017,M017,268,60,2027-03-21
ST00769,PH008,M004,438,77,2026-08-28
ST00770,PH013,M016,149,62,2027-12-20
ST00771,PH007,M008,343,97,2026-03-25
ST00772,PH008,M010,447,85,2026-11-04
ST00773,PH013,M015,394,15,2026-06-15
ST00774,PH016,M013,284,11,2027-11-16
ST00775,PH014,M016,17,43,2027-08-26
ST00776,PH002,M007,273,36,2026-11-25
ST00777,PH007,M001,222,89,2026-03-03
ST00778,PH008,M011,378,55,2027-02-22
ST00779,PH009,M003,197,67,2026-08-08
ST00780,PH002,M020,4,65,2027-08-30
ST00781,PH004,M005,86,23,2027-08-27
ST00782,PH020,M017,9,37,2027-12-09
ST00783,PH005,M014,111,18,2026-02-14
ST00784,PH003,M008,411,75,2027-08-25
ST00785,PH002,M018,349,62,2026-07-14
ST00786,PH020,M013,325,62,2026-07-25
ST00787,PH020,M005,99,25,2027-09-07
ST00788,PH004,M006,91,61,2027-04-06
ST00789,PH015,M012,191,54,2026-09-15
ST00790,PH018,M007,241,93,2026-08-31
ST00791,PH011,M016,305,100,2027-10-25
ST00792,PH017,M016,344,40,2026-12-03
ST00793,PH013,M018,362,89,2026-10-02
ST00794,PH020,M004,282,53,2026-06-21
ST00795,PH004,M009,446,68,2027-09-02
ST00796,PH011,M020,295,35,2027-08-14
ST00797,PH014,M019,108,80,2026-08-29
ST00798,PH002,M008,457,81,2027-02-12
ST00799,PH009,M015,372,29,2027-07-14
ST00800,PH019,M012,314,95,2026-10-15
ST00801,PH005,M004,63,44,2027-01-17
ST00802,PH017,M012,193,25,2027-08-31
ST00803,PH016,M017,13,47,2027-08-26
ST00804,PH004,M017,301,92,2026-02-10
ST00805,PH005,M019,20,22,2027-07-23
ST00806,PH003,M018,43,42,2026-03-08
ST00807,PH015,M005,290,44,2027-08-20
ST00808,PH018,M007,33,77,2026-04-07
ST00809,PH001,M002,453,72,2027-12-19
ST00810,PH001,M012,350,72,2026-10-11
ST00811,PH016,M016,127,35,2027-09-09
ST00812,PH017,M015,50,45,2026-03-13
ST00813,PH019,M013,36,85,2027-07-23
ST00814,PH010,M008,390,99,2026-08-03
ST00815,PH006,M001,101,30,2027-02-08
ST00816,PH010,M010,19,79,2026-06-03
ST00817,PH008,M016,414,31,2027-06-11
ST00818,PH016,M014,378,41,2026-05-12
ST00819,PH004,M011,32,41,2027-03-24
ST00820,PH013,M012,53,98,2026-09-30
ST00821,PH001,M014,242,86,2026-04-23
ST00822,PH007,M008,285,42,2026-09-21
ST00823,PH010,M013,115,94,2026-04-13
ST00824,PH017,M010,226,59,2026-05-24
ST00825,PH006,M010,16,59,2028-01-01
ST00826,PH005,M020,343,36,2027-05-03
ST00827,PH017,M019,168,97,2026-11-28
ST00828,PH002,M009,248,94,2027-06-18
ST00829,PH016,M019,126,31,2026-03-29
ST00830,PH017,M005,278,98,2026-12-08
ST00831,PH004,M017,324,81,2027-09-08
ST00832,PH009,M014,296,51,2027-08-14
ST00833,PH009,M016,62,36,2027-03-20
ST00834,PH017,M014,131,91,2026-08-14
ST00835,PH014,M018,58,28,2027-07-13
ST00836,PH003,M003,247,37,2027-12-19
ST00837,PH003,M001,162,30,2027-12-29
ST00838,PH003,M011,211,33,2027-06-25
ST00839,PH018,M007,36,26,2026-09-20
ST00840,PH009,M005,314,97,2027-11-13
ST00841,PH020,M006,196,42,2027-06-05
ST00842,PH013,M020,212,51,2026-03-24
ST00843,PH008,M001,33,77,2027-01-11
ST00844,PH001,M015,326,72,2026-08-12
ST00845,PH001,M020,191,53,2027-12-15
ST00846,PH020,M016,229,90,2026-05-28
ST00847,PH009,M007,321,92,2027-04-19
ST00848,PH019,M004,472,66,2026-04-09
ST00849,PH011,M020,343,20,2026-06-13
ST00850,PH002,M010,489,58,2026-12-10
ST00851,PH010,M010,207,26,2027-05-27
ST00852,PH009,M003,108,96,2027-10-13
ST00853,PH016,M010,214,61,2027-10-21
ST00854,PH019,M008,155,65,2026-12-04
ST00855,PH020,M002,407,55,2027-05-18
ST00856,PH011,M006,1,68,2026-07-26
ST00857,PH010,M018,332,63,2026-08-23
ST00858,PH004,M003,122,44,2026-08-25
ST00859,PH008,M018,47,34,2026-07-06
ST00860,PH001,M004,220,12,2027-06-02
ST00861,PH013,M005,197,53,2026-03-02
ST00862,PH014,M010,438,13,2026-09-07
ST00863,PH014,M018,152,10,2027-03-21
ST00864,PH019,M015,82,30,2027-01-30
ST00865,PH015,M006,125,92,2026-04-10
ST00866,PH005,M004,18,67,2026-08-07
ST00867,PH013,M010,77,72,2026-08-09
ST00868,PH011,M003,204,14,2027-12-28
ST00869,PH020,M014,133,69,2027-06-15
ST00870,PH003,M013,475,51,2026-09-02
ST00871,PH012,M009,122,42,2027-04-23
ST00872,PH020,M020,344,49,2027-07-20
ST00873,PH001,M011,470,72,2026-04-05
ST00874,PH017,M003,475,81,2027-06-25
ST00875,PH017,M003,428,71,2027-05-15
ST00876,PH002,M020,247,60,2026-08-16
ST00877,PH006,M020,482,29,2026-09-01
ST00878,PH015,M007,68,36,2027-01-23
ST00879,PH004,M010,398,29,2026-09-22
ST00880,PH011,M010,150,98,2026-10-08
ST00881,PH006,M010,5,76,2027-03-14
ST00882,PH008,M005,264,35,2026-05-12
ST00883,PH014,M018,384,29,2027-12-25
ST00884,PH013,M018,271,32,2027-05-30
ST00885,PH001,M017,209,95,2027-11-26
ST00886,PH012,M002,373,30,2026-04-10
ST00887,PH008,M014,24,74,2026-03-14
ST00888,PH013,M002,287,38,2027-11-12
ST00889,PH003,M016,138,91,2027-12-25
ST00890,PH005,M016,132,46,2027-07-27
ST00891,PH019,M020,281,79,2026-06-01
ST00892,PH013,M018,354,80,2026-09-29
ST00893,PH010,M017,437,47,2026-07-22
ST00894,PH014,M006,376,57,2026-02-20
ST00895,PH010,M003,63,81,2026-12-28
ST00896,PH012,M013,178,71,2027-04-14
ST00897,PH004,M001,283,30,2027-07-18
ST00898,PH017,M008,132,64,2027-09-05
ST00899,PH002,M020,0,58,2027-10-12
ST00900,PH012,M011,128,55,2027-12-04
ST00901,PH013,M007,418,34,2026-12-24
ST00902,PH005,M011,467,33,2027-04-06
ST00903,PH003,M011,295,80,2026-08-09
ST00904,PH013,M017,472,22,2026-03-25
ST00905,PH011,M014,68,53,2026-03-17
ST00906,PH014,M013,280,15,2026-08-17
ST00907,PH013,M002,86,62,2026-12-21
ST00908,PH004,M013,117,50,2027-11-21
ST00909,PH007,M016,98,94,2026-06-15
ST00910,PH007,M010,93,87,2026-03-28
ST00911,PH001,M001,495,98,2026-10-18
ST00912,PH016,M014,384,61,2027-10-22
ST00913,PH009,M011,308,30,2027-04-19
ST00914,PH017,M001,278,69,2026-09-22
ST00915,PH002,M019,23,83,2027-11-04
ST00916,PH011,M006,110,38,2027-02-26
ST00917,PH007,M004,130,52,2026-11-04
ST00918,PH014,M003,185,33,2026-08-05
ST00919,PH012,M012,435,51,2026-05-15
ST00920,PH019,M013,254,50,2027-06-16
ST00921,PH016,M014,41,65,2026-10-31
ST00922,PH017,M002,396,45,2026-07-16
ST00923,PH004,M001,9,90,2026-02-08
ST00924,PH014,M005,63,99,2027-08-15
ST00925,PH006,M007,396,57,2027-07-24
ST00926,PH014,M007,202,40,2027-08-11
ST00927,PH015,M018,293,36,2026-04-29
ST00928,PH009,M017,414,86,2026-04-02
ST00929,PH010,M009,290,53,2026-08-05
ST00930,PH014,M013,491,59,2026-11-10
ST00931,PH012,M015,29,94,2026-07-05
ST00932,PH014,M020,61,49,2027-07-06
ST00933,PH001,M009,22,57,2026-10-27
ST00934,PH004,M005,248,38,2026-08-31
ST00935,PH010,M012,24,98,2027-02-06
ST00936,PH013,M007,184,37,2027-11-24
ST00937,PH017,M010,433,71,2027-04-01
ST00938,PH006,M007,200,28,2026-07-07
ST00939,PH017,M017,77,97,2027-10-25
ST00940,PH013,M002,237,25,2026-09-24
ST00941,PH011,M016,306,94,2027-02-26
ST00942,PH014,M020,496,88,2026-11-30
ST00943,PH008,M011,200,87,2027-02-01
ST00944,PH004,M008,299,48,2027-05-22
ST00945,PH011,M020,156,39,2026-11-05
ST00946,PH020,M013,231,68,2027-08-29
ST00947,PH016,M008,233,18,2027-12-13
ST00948,PH012,M006,362,73,2026-08-20
ST00949,PH008,M002,333,16,2027-04-14
ST00950,PH005,M016,482,66,2026-06-25
ST00951,PH015,M003,32,90,2026-10-09
ST00952,PH011,M013,303,45,2027-06-12
ST00953,PH003,M006,221,72,2026-09-17
ST00954,PH014,M011,28,70,2026-08-31
ST00955,PH008,M004,346,42,2026-02-28
ST00956,PH016,M009,309,11,2026-02-06
ST00957,PH014,M017,127,95,2026-07-16
ST00958,PH014,M005,22,32,2027-12-10
ST00959,PH004,M006,113,12,2027-09-19
ST00960,PH001,M017,218,24,2026-07-12
ST00961,PH001,M017,279,53,2027-08-28
ST00962,PH007,M002,196,52,2027-03-10
ST00963,PH008,M008,356,56,2026-08-24
ST00964,PH013,M017,442,56,2026-08-22
ST00965,PH002,M005,340,43,2026-04-19
ST00966,PH018,M014,403,50,2027-06-18
ST00967,PH005,M008,220,47,2026-02-03
ST00968,PH007,M001,370,59,2027-06-18
ST00969,PH011,M002,316,86,2026-05-09
ST00970,PH019,M015,169,50,2026-12-22
ST00971,PH010,M020,418,11,2026-11-26
ST00972,PH016,M013,395,91,2027-04-18
ST00973,PH008,M019,22,55,2027-04-21
ST00974,PH012,M005,297,52,2026-08-01
ST00975,PH013,M007,189,86,2026-03-24
ST00976,PH009,M007,469,45,2026-06-15
ST00977,PH001,M015,178,66,2027-05-28
ST00978,PH013,M013,37,41,2026-02-01
ST00979,PH008,M001,438,62,2027-11-29
ST00980,PH001,M004,303,50,2027-03-01
ST00981,PH015,M016,99,21,2027-07-30
ST00982,PH018,M009,73,28,2026-10-30
ST00983,PH016,M018,306,35,2026-04-04
ST00984,PH013,M019,345,28,2027-10-23
ST00985,PH001,M011,458,57,2026-11-27
ST00986,PH007,M017,36,30,2027-08-28
ST00987,PH012,M018,94,85,2026-11-03
ST00988,PH007,M018,19,11,2026-08-07
ST00989,PH010,M004,363,31,2027-03-21
ST00990,PH002,M007,170,49,2026-08-04
ST00991,PH011,M018,183,97,2027-11-01
ST00992,PH011,M017,494,14,2026-04-13
ST00993,PH007,M005,199,44,2026-12-02
ST00994,PH016,M007,493,84,2027-08-16
ST00995,PH009,M016,15,89,2027-05-27
ST00996,PH010,M017,389,99,2027-03-27
ST00997,PH012,M007,456,22,2026-07-28
ST00998,PH018,M012,191,31,2027-05-06
ST00999,PH020,M020,390,35,2027-02-26
ST01000,PH013,M006,176,48,2027-06-30
